state,statename,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,std_bowen1,std_bowen2,unified,duration,duration_sq,duration_cub,nbrs_lag,nbrs,lawrence,obergefell,std_init_use,evangelical_pop
,Nevada,1993,0,Anti-bullying,P,2015,,,,,,,,,,,,1,1,,
,New Hampshire,1993,0,Anti-bullying,N,2010,,,,,,,,,,,,1,0,,
,New Jersey,1993,0,Anti-bullying,P,2002,,,,,,,,,,,,1,0,,
,New Mexico,1993,0,Anti-bullying,P,2019,,,,,,,,,,,,0,0,,
,New York,1993,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,North Carolina,1993,0,Anti-bullying,P,2009,,,,,,,,,,,,1,0,,
,North Dakota,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Ohio,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oregon,1993,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Pennsylvania,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1993,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,South Carolina,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,South Dakota,1993,0,Anti-bullying,N,2012,,,,,,,,,,,,1,1,,
,Tennessee,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Texas,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Utah,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Vermont,1993,0,Anti-bullying,P,2001,,,,,,,,,,,,1,1,,
,Vermont,1993,0,Anti-bullying,P,2007,,,,,,,,,,,,0,0,,
,Virginia,1993,0,Anti-bullying,M,2022,,,,,,,,,,,,1,0,,
,Washington,1993,0,Anti-bullying,P,2002,,,,,,,,,,,,1,1,,
,West Virginia,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,0,0,,
,Wisconsin,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Wyoming,1993,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alabama,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alaska,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arizona,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1994,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,California,1994,0,Anti-bullying,P,2012,,,,,,,,,,,,1,0,,
,Colorado,1994,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Connecticut,1994,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Delaware,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Florida,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Hawaii,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Idaho,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Illinois,1994,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,Indiana,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Iowa,1994,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Kansas,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Maine,1994,0,Anti-bullying,P,2012,,,,,,,,,,,,1,1,,
,Maryland,1994,0,Anti-bullying,P,2008,,,,,,,,,,,,1,0,,
,Massachusetts,1994,0,Anti-bullying,P,2014,,,,,,,,,,,,1,0,,
,Michigan,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Minnesota,1994,0,Anti-bullying,P,2014,,,,,,,,,,,,1,1,,
,Mississippi,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Missouri,1994,0,Anti-bullying,N,2006,,,,,,,,,,,,1,1,,
,Montana,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Nevada,1994,0,Anti-bullying,P,2015,,,,,,,,,,,,1,1,,
,New Hampshire,1994,0,Anti-bullying,N,2010,,,,,,,,,,,,1,0,,
,New Jersey,1994,0,Anti-bullying,P,2002,,,,,,,,,,,,1,0,,
,New Mexico,1994,0,Anti-bullying,P,2019,,,,,,,,,,,,0,0,,
,New York,1994,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,North Carolina,1994,0,Anti-bullying,P,2009,,,,,,,,,,,,1,0,,
,North Dakota,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Ohio,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oregon,1994,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Pennsylvania,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1994,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,South Carolina,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,South Dakota,1994,0,Anti-bullying,N,2012,,,,,,,,,,,,1,1,,
,Tennessee,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Texas,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Utah,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Vermont,1994,0,Anti-bullying,P,2001,,,,,,,,,,,,1,1,,
,Vermont,1994,0,Anti-bullying,P,2007,,,,,,,,,,,,0,0,,
,Virginia,1994,0,Anti-bullying,M,2022,,,,,,,,,,,,1,0,,
,Washington,1994,0,Anti-bullying,P,2002,,,,,,,,,,,,1,1,,
,West Virginia,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,0,0,,
,Wisconsin,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Wyoming,1994,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alabama,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alaska,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arizona,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1995,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,California,1995,0,Anti-bullying,P,2012,,,,,,,,,,,,1,0,,
,Colorado,1995,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Connecticut,1995,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Delaware,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Florida,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Hawaii,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Idaho,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Illinois,1995,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,Indiana,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Iowa,1995,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Kansas,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Maine,1995,0,Anti-bullying,P,2012,,,,,,,,,,,,1,1,,
,Maryland,1995,0,Anti-bullying,P,2008,,,,,,,,,,,,1,0,,
,Massachusetts,1995,0,Anti-bullying,P,2014,,,,,,,,,,,,1,0,,
,Michigan,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Minnesota,1995,0,Anti-bullying,P,2014,,,,,,,,,,,,1,1,,
,Mississippi,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Missouri,1995,0,Anti-bullying,N,2006,,,,,,,,,,,,1,1,,
,Montana,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Nevada,1995,0,Anti-bullying,P,2015,,,,,,,,,,,,1,1,,
,New Hampshire,1995,0,Anti-bullying,N,2010,,,,,,,,,,,,1,0,,
,New Jersey,1995,0,Anti-bullying,P,2002,,,,,,,,,,,,1,0,,
,New Mexico,1995,0,Anti-bullying,P,2019,,,,,,,,,,,,0,0,,
,New York,1995,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,North Carolina,1995,0,Anti-bullying,P,2009,,,,,,,,,,,,1,0,,
,North Dakota,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Ohio,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oregon,1995,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Pennsylvania,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1995,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,South Carolina,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,South Dakota,1995,0,Anti-bullying,N,2012,,,,,,,,,,,,1,1,,
,Tennessee,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Texas,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Utah,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Vermont,1995,0,Anti-bullying,P,2001,,,,,,,,,,,,1,1,,
,Vermont,1995,0,Anti-bullying,P,2007,,,,,,,,,,,,0,0,,
,Virginia,1995,0,Anti-bullying,M,2022,,,,,,,,,,,,1,0,,
,Washington,1995,0,Anti-bullying,P,2002,,,,,,,,,,,,1,1,,
,West Virginia,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,0,0,,
,Wisconsin,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Wyoming,1995,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alabama,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alaska,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arizona,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1996,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,California,1996,0,Anti-bullying,P,2012,,,,,,,,,,,,1,0,,
,Colorado,1996,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Connecticut,1996,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Delaware,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Florida,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Hawaii,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Idaho,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Illinois,1996,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,Indiana,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Iowa,1996,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Kansas,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Maine,1996,0,Anti-bullying,P,2012,,,,,,,,,,,,1,1,,
,Maryland,1996,0,Anti-bullying,P,2008,,,,,,,,,,,,1,0,,
,Massachusetts,1996,0,Anti-bullying,P,2014,,,,,,,,,,,,1,0,,
,Michigan,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Minnesota,1996,0,Anti-bullying,P,2014,,,,,,,,,,,,1,1,,
,Mississippi,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Missouri,1996,0,Anti-bullying,N,2006,,,,,,,,,,,,1,1,,
,Montana,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Nevada,1996,0,Anti-bullying,P,2015,,,,,,,,,,,,1,1,,
,New Hampshire,1996,0,Anti-bullying,N,2010,,,,,,,,,,,,1,0,,
,New Jersey,1996,0,Anti-bullying,P,2002,,,,,,,,,,,,1,0,,
,New Mexico,1996,0,Anti-bullying,P,2019,,,,,,,,,,,,0,0,,
,New York,1996,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,North Carolina,1996,0,Anti-bullying,P,2009,,,,,,,,,,,,1,0,,
,North Dakota,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Ohio,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oregon,1996,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Pennsylvania,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1996,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,South Carolina,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,South Dakota,1996,0,Anti-bullying,N,2012,,,,,,,,,,,,1,1,,
,Tennessee,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Texas,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Utah,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Vermont,1996,0,Anti-bullying,P,2001,,,,,,,,,,,,1,1,,
,Vermont,1996,0,Anti-bullying,P,2007,,,,,,,,,,,,0,0,,
,Virginia,1996,0,Anti-bullying,M,2022,,,,,,,,,,,,1,0,,
,Washington,1996,0,Anti-bullying,P,2002,,,,,,,,,,,,1,1,,
,West Virginia,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,0,0,,
,Wisconsin,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Wyoming,1996,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alabama,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alaska,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arizona,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1997,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,California,1997,0,Anti-bullying,P,2012,,,,,,,,,,,,1,0,,
,Colorado,1997,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Connecticut,1997,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Delaware,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Florida,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Hawaii,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Idaho,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Illinois,1997,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,Indiana,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Iowa,1997,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Kansas,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Maine,1997,0,Anti-bullying,P,2012,,,,,,,,,,,,1,1,,
,Maryland,1997,0,Anti-bullying,P,2008,,,,,,,,,,,,1,0,,
,Massachusetts,1997,0,Anti-bullying,P,2014,,,,,,,,,,,,1,0,,
,Michigan,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Minnesota,1997,0,Anti-bullying,P,2014,,,,,,,,,,,,1,1,,
,Mississippi,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Missouri,1997,0,Anti-bullying,N,2006,,,,,,,,,,,,1,1,,
,Montana,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Nevada,1997,0,Anti-bullying,P,2015,,,,,,,,,,,,1,1,,
,New Hampshire,1997,0,Anti-bullying,N,2010,,,,,,,,,,,,1,0,,
,New Jersey,1997,0,Anti-bullying,P,2002,,,,,,,,,,,,1,0,,
,New Mexico,1997,0,Anti-bullying,P,2019,,,,,,,,,,,,0,0,,
,New York,1997,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,North Carolina,1997,0,Anti-bullying,P,2009,,,,,,,,,,,,1,0,,
,North Dakota,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Ohio,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oregon,1997,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Pennsylvania,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1997,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,South Carolina,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,South Dakota,1997,0,Anti-bullying,N,2012,,,,,,,,,,,,1,1,,
,Tennessee,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Texas,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Utah,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Vermont,1997,0,Anti-bullying,P,2001,,,,,,,,,,,,1,1,,
,Vermont,1997,0,Anti-bullying,P,2007,,,,,,,,,,,,0,0,,
,Virginia,1997,0,Anti-bullying,M,2022,,,,,,,,,,,,1,0,,
,Washington,1997,0,Anti-bullying,P,2002,,,,,,,,,,,,1,1,,
,West Virginia,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,0,0,,
,Wisconsin,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Wyoming,1997,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alabama,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alaska,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arizona,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1998,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,California,1998,0,Anti-bullying,P,2012,,,,,,,,,,,,1,0,,
,Colorado,1998,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Connecticut,1998,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Delaware,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Florida,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Hawaii,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Idaho,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Illinois,1998,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,Indiana,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Iowa,1998,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Kansas,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Maine,1998,0,Anti-bullying,P,2012,,,,,,,,,,,,1,1,,
,Maryland,1998,0,Anti-bullying,P,2008,,,,,,,,,,,,1,0,,
,Massachusetts,1998,0,Anti-bullying,P,2014,,,,,,,,,,,,1,0,,
,Michigan,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Minnesota,1998,0,Anti-bullying,P,2014,,,,,,,,,,,,1,1,,
,Mississippi,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Missouri,1998,0,Anti-bullying,N,2006,,,,,,,,,,,,1,1,,
,Montana,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Nevada,1998,0,Anti-bullying,P,2015,,,,,,,,,,,,1,1,,
,New Hampshire,1998,0,Anti-bullying,N,2010,,,,,,,,,,,,1,0,,
,New Jersey,1998,0,Anti-bullying,P,2002,,,,,,,,,,,,1,0,,
,New Mexico,1998,0,Anti-bullying,P,2019,,,,,,,,,,,,0,0,,
,New York,1998,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,North Carolina,1998,0,Anti-bullying,P,2009,,,,,,,,,,,,1,0,,
,North Dakota,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Ohio,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oregon,1998,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Pennsylvania,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1998,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,South Carolina,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,South Dakota,1998,0,Anti-bullying,N,2012,,,,,,,,,,,,1,1,,
,Tennessee,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Texas,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Utah,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Vermont,1998,0,Anti-bullying,P,2001,,,,,,,,,,,,1,1,,
,Vermont,1998,0,Anti-bullying,P,2007,,,,,,,,,,,,0,0,,
,Virginia,1998,0,Anti-bullying,M,2022,,,,,,,,,,,,1,0,,
,Washington,1998,0,Anti-bullying,P,2002,,,,,,,,,,,,1,1,,
,West Virginia,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,0,0,,
,Wisconsin,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Wyoming,1998,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alabama,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alaska,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arizona,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1999,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,California,1999,0,Anti-bullying,P,2012,,,,,,,,,,,,1,0,,
,Colorado,1999,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Connecticut,1999,0,Anti-bullying,P,2011,,,,,,,,,,,,1,0,,
,Delaware,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Florida,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Hawaii,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Idaho,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Illinois,1999,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,Indiana,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Iowa,1999,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Kansas,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Maine,1999,0,Anti-bullying,P,2012,,,,,,,,,,,,1,1,,
,Maryland,1999,0,Anti-bullying,P,2008,,,,,,,,,,,,1,0,,
,Massachusetts,1999,0,Anti-bullying,P,2014,,,,,,,,,,,,1,0,,
,Michigan,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Minnesota,1999,0,Anti-bullying,P,2014,,,,,,,,,,,,1,1,,
,Mississippi,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Missouri,1999,0,Anti-bullying,N,2006,,,,,,,,,,,,1,1,,
,Montana,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Nevada,1999,0,Anti-bullying,P,2015,,,,,,,,,,,,1,1,,
,New Hampshire,1999,0,Anti-bullying,N,2010,,,,,,,,,,,,1,0,,
,New Jersey,1999,0,Anti-bullying,P,2002,,,,,,,,,,,,1,0,,
,New Mexico,1999,0,Anti-bullying,P,2019,,,,,,,,,,,,0,0,,
,New York,1999,0,Anti-bullying,P,2010,,,,,,,,,,,,1,1,,
,North Carolina,1999,0,Anti-bullying,P,2009,,,,,,,,,,,,1,0,,
,North Dakota,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Ohio,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Oregon,1999,0,Anti-bullying,P,2007,,,,,,,,,,,,1,1,,
,Pennsylvania,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1999,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,South Carolina,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,South Dakota,1999,0,Anti-bullying,N,2012,,,,,,,,,,,,1,1,,
,Tennessee,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,0,,
,Texas,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Utah,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Vermont,1999,0,Anti-bullying,P,2001,,,,,,,,,,,,1,1,,
,Vermont,1999,0,Anti-bullying,P,2007,,,,,,,,,,,,0,0,,
,Virginia,1999,0,Anti-bullying,M,2022,,,,,,,,,,,,1,0,,
,Washington,1999,0,Anti-bullying,P,2002,,,,,,,,,,,,1,1,,
,West Virginia,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,0,0,,
,Wisconsin,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Wyoming,1999,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alabama,2000,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Alaska,2000,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arizona,2000,0,Anti-bullying,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,2000,0,Anti-bullying,P,2011,,,,,,,,,,,,1,1,,
,California,2000,0,Anti-bullying,P,2012,,,,,,,,,,,,1,0,,
